link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
imports:3006.40.90.00:1997-12,115,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.40.90.00,"Dental fillings, nes",1997-12,83063425.00,3006.40.00.90,"Dental fillings, nes",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",1998-01,2011-12,0.4043,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,241,3002.10.00.59,"Blood fractions, nes",0.5263
imports:3006.40.10.10:1997-12,116,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.40.10.10,Dental cements and bone reconstruction cements,1997-12,82885877.00,3006.40.00.10,Dental cements and bone reconstruction cements,1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3006.40.00.90,"Dental fillings, nes",1998-01,2026-06,0.4000,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,241,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",0.4898
imports:3002.10.10.21:1997-12,117,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.10.21,"Blood plasma, for therapeutic or prophylactic use in humans",1997-12,80754016.00,3002.10.00.21,"Blood plasma, for therapeutic or prophylactic use in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1998-01,2016-12,0.7840,8,no official source reaches this boundary,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01,2016-12,0.4138,purpose,3002.10.00.10 (purpose); 3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3002.12.00.12,"Human blood plasma, for therapeutic/prophylactic/other uses",0.7931
imports:3004.90.99.82:1997-12,118,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.82,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",1997-12,73229634.00,3004.90.00.76,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.74,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",1998-01,2026-06,0.6144,25,no official source reaches this boundary,3004.90.00.89,"Medicaments nes, for veterinary use, in dosage",1998-01,2011-12,0.4959,use,3004.90.00.89 (use); 3004.90.00.29 (continuity); 3004.90.00.90 (continuity;use); 3004.90.00.26 (continuity); 3004.90.00.23 (continuity); 3004.90.00.27 (continuity); 3004.90.00.25 (continuity); 3004.90.00.81 (use); 3004.90.00.24 (continuity); 3004.90.00.21 (continuity); 3004.90.00.22 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Medicaments nes, for human use, in dosage",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",0.6525
imports:3004.50.99.19:1997-12,119,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.99.19,"Single vitamin only, nes, for human use, in dosage",1997-12,70973832.00,3004.50.00.39,"Single vitamin only, nes, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01,2011-12,0.8471,7,no official source reaches this boundary,3004.50.00.70,"Vitamins & their derivs, nes, for vet use, in dosage",1998-01,2011-12,0.6596,use,3004.50.00.70 (use); 3004.50.00.19 (continuity); 3004.50.00.13 (continuity); 3004.50.00.11 (continuity); 3004.50.00.12 (continuity); 3004.50.00.14 (continuity); 3004.50.00.90 (continuity;use),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,229,3004.31.00.90,"Insulin, nes, for human use, in dosage",0.8049
imports:3002.10.10.90:1997-12,120,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.10.90,"Antisera & o blood fractions, of human origin, for other uses",1997-12,70111731.00,3002.10.00.30,"Antisera & o blood fractions, of human origin, for other uses",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01,2016-12,0.8696,7,no official source reaches this boundary,3002.10.00.49,"Blood albumin nes, of animal origin, for parenteral administration in humans",1998-01,2016-12,0.5191,origin,3002.10.00.49 (origin); 3002.10.00.42 (origin); 3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,yes,3002.12.00.19,2,no,,,no,,,no,,,,,232,3002.12.00.11,"Human antisera and other human blood fractions, for diagnostic use",0.6066
imports:3004.90.99.22:1997-12,121,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.22,"Laxatives, for human use, in dosage",1997-12,69723767.00,3004.90.00.42,"Laxatives, for human use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.43,"Antacids, for human use, in dosage",1998-01,2026-06,0.8615,25,no official source reaches this boundary,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1998-01,2011-12,0.6575,use,3004.90.00.81 (use); 3004.90.00.89 (use); 3004.90.00.90 (continuity;use); 3004.90.00.24 (continuity); 3004.90.00.27 (continuity); 3004.90.00.25 (continuity); 3004.90.00.22 (continuity); 3004.90.00.23 (continuity); 3004.90.00.29 (continuity); 3004.90.00.26 (continuity); 3004.90.00.21 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Gastro-intestinal agents, for human use, in dosage, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.31.00.90,"Insulin, nes, for human use, in dosage",0.8235
imports:3002.90.90.90:1997-12,122,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.90.90.90,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",1997-12,69506433.00,3002.90.00.99,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02,2016-12,0.3902,8,no official source reaches this boundary,3002.90.00.90,"Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",2017-01,2026-06,0.8077,continuity,3002.90.00.90 (continuity); 3002.90.00.10 (continuity); 3002.90.00.40 (continuity); 3002.90.00.50 (continuity); 3002.90.00.12 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,yes,3002.90.00.90,2,no,,,no,,,no,,,,,230,3002.12.00.12,"Human blood plasma, for therapeutic/prophylactic/other uses",0.6418
imports:3004.90.99.23:1997-12,123,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.23,"Antacids, for human use, in dosage",1997-12,67925751.00,3004.90.00.43,"Antacids, for human use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.31,"Analgesics, for human use, in dosage",1998-01,2017-12,0.8788,25,no official source reaches this boundary,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1998-01,2011-12,0.6667,use,3004.90.00.81 (use); 3004.90.00.89 (use); 3004.90.00.90 (continuity;use); 3004.90.00.25 (continuity); 3004.90.00.22 (continuity); 3004.90.00.24 (continuity); 3004.90.00.27 (continuity); 3004.90.00.23 (continuity); 3004.90.00.26 (continuity); 3004.90.00.29 (continuity); 3004.90.00.21 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Gastro-intestinal agents, for human use, in dosage, nes","derived from the tariff block (family) + asserted, unsourced (class)",,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.20.00.41,"Gentamycins, for human use, in dosage",0.8955
imports:3004.90.10.20:1997-12,124,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.10.20,"Dextrose (glucose) solutions, in dosage",1997-12,64569831.00,3004.90.00.12,"Dextrose (glucose) solutions, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.11,"Mixtures of amino acids, nes, in dosage",1998-01,2026-06,0.4658,27,no official source reaches this boundary,3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",2012-01,2026-06,0.3721,continuity,3004.90.00.90 (continuity); 3004.90.00.25 (continuity); 3004.90.00.22 (continuity); 3004.90.00.23 (continuity); 3004.90.00.24 (continuity); 3004.90.00.27 (continuity); 3004.90.00.21 (continuity); 3004.90.00.29 (continuity); 3004.90.00.26 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.20.00.49,"Aminoglycoside antibiotics, nes, for human use, in dosage",0.5111
imports:3005.10.10.00:1997-12,125,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3005.10.10.00,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",1997-12,64532479.00,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3005.10.00.99,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",1998-01,2026-06,0.5714,1,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",0.7206
imports:3004.90.99.14:1997-12,126,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.14,"Antihistamines agents, for human use, in dosage",1997-12,61924264.00,3004.90.00.34,"Antihistamines agents, for human use, in dosage",1998-01,2017-12,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.72,"Antineoplastic agents, for human use, in dosage",1998-01,2026-06,0.8444,25,no official source reaches this boundary,3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",2018-01,2026-06,0.6942,continuity,3004.90.00.25 (continuity); 3004.90.00.89 (use); 3004.90.00.24 (continuity); 3004.90.00.90 (continuity;use); 3004.90.00.81 (use); 3004.90.00.22 (continuity); 3004.90.00.23 (continuity); 3004.90.00.27 (continuity); 3004.90.00.29 (continuity); 3004.90.00.26 (continuity); 3004.90.00.21 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Medicaments, for human use, acting on the nervous system, in dosage, nes",derived from the tariff block,,,,,,,yes,yes,3004.90.00.25,2,no,,,no,,,no,,,,,207,3004.50.00.32,"Vitamin E only, for human use, in dosage",0.7952
imports:3004.50.99.30:1997-12,127,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.99.30,"Multivitamins not mixed with o supplements, for human use, in dosage",1997-12,55679911.00,3004.50.00.50,"Multivitamins not mixed with o supplements, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.50.00.32,"Vitamin E only, for human use, in dosage",1998-01,2011-12,0.6923,5,no official source reaches this boundary,3004.50.00.69,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",1998-01,2011-12,0.9118,mixing,3004.50.00.69 (mixing); 3004.50.00.40 (mixing); 3004.50.00.13 (continuity); 3004.50.00.12 (continuity;mixing); 3004.50.00.14 (continuity;mixing); 3004.50.00.19 (continuity); 3004.50.00.70 (use); 3004.50.00.11 (continuity); 3004.50.00.90 (continuity;use),none,no official source reaches 199801,,,,,,the same commodity under a new number,Vitamins,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,229,3004.90.00.34,"Antihistamines agents, for human use, in dosage",0.6847
imports:3006.30.99.00:1997-12,128,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.30.99.00,"Diagnostic reagents designed to be administered to the patient, nes",1997-12,53976365.00,3006.30.00.90,"Diagnostic reagents designed to be administered to the patient, nes",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3006.30.00.20,Allergenics prepared for parenteral administration,1998-01,2011-12,0.4655,1,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3002.14.00.00,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",0.4658
imports:3005.90.92.00:1997-12,129,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3005.90.92.00,"Dressings and sim articles of woven fabric solely of cotton, nes",1997-12,46712311.00,3005.90.00.50,"Dressings and sim articles of woven fabric solely of cotton, nes",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3005.90.00.60,"Dressings and similar articles of paper, nes",1998-01,2011-12,0.6792,4,no official source reaches this boundary,3005.90.00.40,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",1998-01,2026-06,0.6667,fibre,3005.90.00.40 (fibre),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,238,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",0.5255
imports:3004.40.90.50:1997-12,130,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.40.90.50,"Morphine or its derivs, for human use, in dosage",1997-12,41902526.00,3004.40.00.40,"Morphine or its derivs, for human use, in dosage",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",1998-01,2011-12,0.8750,5,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,Narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,238,3004.20.00.10,"Tetracyclines or their derivs, for human use, in dosage",0.8081
imports:3004.90.99.81:1997-12,131,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.81,"Diuretics, for human use, in dosage",1997-12,41243804.00,3004.90.00.75,"Diuretics, for human use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.31,"Analgesics, for human use, in dosage",1998-01,2017-12,0.8358,25,no official source reaches this boundary,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1998-01,2011-12,0.6575,use,3004.90.00.81 (use); 3004.90.00.89 (use); 3004.90.00.90 (continuity;use); 3004.90.00.22 (continuity); 3004.90.00.27 (continuity); 3004.90.00.25 (continuity); 3004.90.00.23 (continuity); 3004.90.00.24 (continuity); 3004.90.00.29 (continuity); 3004.90.00.26 (continuity); 3004.90.00.21 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Medicaments nes, for human use, in dosage",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.20.00.62,"Mitomycin C, for human use, in dosage",0.8235
imports:3003.39.99.00:1997-12,132,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",1997-12,41099945.00,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",1998-01,2011-12,yes,no,0,no,approve,,0.9524,1.0000,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",1998-01,2011-12,0.2857,0,no official source reaches this boundary,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",2012-01,2026-06,0.2143,continuity,3003.39.00.00 (continuity),none,no official source reaches 199801,,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3004.39.00.85,"Hormones, nes, for human use, in dosage",0.5208
exports:3002.39.00:1995-12,133,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",exports,3002.39.00,"Vaccines, veterinary use, nes",1995-12,40239940.00,3002.30.90,"Vaccines, veterinary use, nes",1996-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.30.10,"Vaccines against foot or mouth disease, veterinary use",1996-02,2016-06,0.5750,3,no official source reaches this boundary,3002.30.00,"Vaccines, for veterinary medecine",2017-01,2021-12,0.7797,continuity,3002.30.00 (continuity); 3002.42.00 (continuity); 3002.20.00 (use); 3002.41.00 (continuity;use); 3002.59.00 (continuity); 3002.49.00 (continuity); 3002.51.00 (continuity); 3002.11.00 (continuity); 3002.19.00 (continuity); 3002.13.00 (continuity); 3002.15.00 (continuity); 3002.90.10 (continuity); 3002.14.00 (continuity); 3002.12.00 (continuity); 3002.90.20 (continuity),none,no official source reaches 199601,,,,,,the same commodity under a new number,Veterinary vaccines,"asserted, unsourced",,,,,,,,yes,3002.42.00,3,no,,,no,,,no,,,,,41,3006.91.00,Appliances identifiable for ostomy use,0.4308
imports:3002.10.21.90:1997-12,134,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.21.90,"Blood albumin nes, of animal origin, for parenteral administration in humans",1997-12,40116460.00,3002.10.00.49,"Blood albumin nes, of animal origin, for parenteral administration in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.42,"Sera and antisera, of animal origin, for parenteral administration in humans",1998-01,2016-12,0.8378,6,no official source reaches this boundary,3002.10.00.30,"Antisera & o blood fractions, of human origin, for other uses",1998-01,2016-12,0.5191,origin,3002.10.00.30 (origin); 3002.10.00.10 (origin); 3002.10.00.29 (origin); 3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",0.6812
imports:3004.39.99.60:1997-12,135,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.39.99.60,"Hormones, nes, for vet use, in dosage",1997-12,39767037.00,3004.39.00.90,"Hormones, nes, for vet use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1998-01,2011-12,0.3925,0,no official source reaches this boundary,3004.39.00.85,"Hormones, nes, for human use, in dosage",1998-01,2011-12,0.8857,use,3004.39.00.85 (use); 3004.39.00.81 (use); 3004.39.00.82 (use); 3004.39.00.83 (use); 3004.39.00.84 (use); 3004.39.00.19 (continuity;use); 3004.39.00.13 (continuity); 3004.39.00.12 (continuity); 3004.39.00.11 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,234,3004.20.00.79,"Antibiotics, nes, for vet use, in dosage",0.7887
imports:3005.90.20.00:1997-12,136,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3005.90.20.00,"Dressings & sim articles coated or impreg w pharm substances, nes",1997-12,35108734.00,3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3005.90.00.30,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",1998-01,2026-06,0.6619,5,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,238,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",0.7206
imports:3002.10.21.20:1997-12,137,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.21.20,"Sera and antisera, of animal origin, for parenteral administration in humans",1997-12,34907173.00,3002.10.00.42,"Sera and antisera, of animal origin, for parenteral administration in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.49,"Blood albumin nes, of animal origin, for parenteral administration in humans",1998-01,2016-12,0.8378,6,no official source reaches this boundary,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01,2016-12,0.5152,origin,3002.10.00.10 (origin); 3002.10.00.29 (origin); 3002.10.00.30 (origin); 3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",0.6087
imports:3002.30.10.00:1997-12,138,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1997-12,33376350.00,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1998-01,2021-12,yes,no,0,no,approve,,1.0000,1.0000,3002.30.00.90,"Vaccines, veterinary use, nes",1998-01,2021-12,0.2330,0,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,Veterinary vaccines,"asserted, unsourced",,,,,,,yes,yes,3002.42.00.10,2,no,,,no,,,no,,,,,243,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,0.9744
imports:3002.90.90.10:1997-12,139,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.90.90.10,Bacteria culture inoculants for seeds,1997-12,30779871.00,3002.90.00.91,Bacteria culture inoculants for seeds,1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.90.00.20,Butter-making ferment cultures,1998-01,2016-12,0.4179,6,no official source reaches this boundary,3002.90.00.50,Micro-organisms cultures,2017-01,2021-12,0.3607,continuity,3002.90.00.50 (continuity); 3002.90.00.40 (continuity); 3002.90.00.10 (continuity); 3002.90.00.90 (continuity); 3002.90.00.12 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3004.20.00.51,"Bacitracin, for human use, in dosage",0.4789
imports:3004.39.99.40:1997-11,140,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.39.99.40,"Unmixed single progestational hormones, for human use, in dosage",1997-11,29990842.00,3004.39.00.84,"Unmixed single progestational hormones, for human use, in dosage",1998-01,2011-12,no,no,1,no,approve,,1.0000,1.0000,3004.39.00.83,"Unmixed single estrogens, for human use, in dosage",1998-01,2011-12,0.8182,9,no official source reaches this boundary,3004.39.00.90,"Hormones, nes, for vet use, in dosage",1998-01,2026-06,0.5625,use,3004.39.00.90 (use); 3004.39.99.60 (use); 3004.39.00.13 (continuity); 3004.39.00.19 (continuity); 3004.39.00.12 (continuity); 3004.39.00.11 (continuity),none,no official source reaches 199712,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,335,3004.50.00.39,"Single vitamin only, nes, for human use, in dosage",0.7523
imports:3004.50.10.00:1997-12,141,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.10.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",1997-12,29913272.00,3004.50.00.10,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01,2011-12,0.4505,8,no official source reaches this boundary,3004.50.00.13,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",2012-01,2016-12,0.4342,continuity,3004.50.00.13 (continuity); 3004.50.00.19 (continuity); 3004.50.00.14 (continuity); 3004.50.00.11 (continuity); 3004.50.00.90 (continuity); 3004.50.00.12 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,229,3004.90.00.19,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",0.6512
imports:3002.30.90.00:1997-12,142,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.30.90.00,"Vaccines, veterinary use, nes",1997-12,29624986.00,3002.30.00.90,"Vaccines, veterinary use, nes",1998-01,2021-12,yes,no,0,no,approve,,1.0000,1.0000,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1998-01,2021-12,0.2136,0,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,Veterinary vaccines,"asserted, unsourced",,,,,,,yes,yes,3002.42.00.90,2,no,,,no,,,no,,,,,243,3002.42.00.90,"Vaccines, veterinary use, nes",1.0000
imports:3004.39.10.00:1997-12,143,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.39.10.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1997-12,28343955.00,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.39.00.81,"Anterior pituitary hormones, for human use, in dosage",1998-01,2011-12,0.5000,5,no official source reaches this boundary,3004.39.00.11,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",2012-01,2026-06,0.4737,continuity,3004.39.00.11 (continuity); 3004.39.00.12 (continuity); 3004.39.00.13 (continuity); 3004.39.00.19 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,yes,3004.39.00.11,2,no,,,no,,,no,,,,,234,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",0.7534
